100647,46,72,1,1,1,1,0,0,0,0,0,2,1,1,2,0
2005,1,0,1,0,1,0,0,0,0,0,3,1,0,0,0,1
237974,1,0,1,0,1,0,0,0,0,0,3,1,0,1,0,1
119547,0,2,0,1,0,1,0,0,0,2,3,1,0,1,0,1
101959,10,9,1,1,1,2,0,0,0,0,0,2,0,1,0,0
102614,349,568,1,1,1,1,0,0,0,1,0,2,1,1,2,0
101726,40,22,1,1,1,1,0,0,0,0,1,1,1,1,0,0
302871,1,0,1,0,1,0,0,0,0,0,3,1,0,1,0,1
17909,3,0,1,0,3,0,0,0,0,0,3,1,0,1,0,1
100315,33,9,1,1,1,3,0,0,0,0,2,1,0,1,2,0
209051,0,1,0,1,0,1,0,0,0,0,3,1,0,0,0,1
110301,9,0,1,0,2,0,0,0,0,0,3,1,0,0,0,1
100171,9,6,1,1,1,3,0,0,0,0,0,2,0,0,0,0
6563,1,0,1,0,1,0,0,0,0,0,3,1,0,0,0,1
62899,14,0,1,0,1,0,0,0,0,0,3,1,0,0,0,1
65901,1,1,1,1,1,1,0,0,0,0,0,2,0,0,2,1
281283,0,4,0,1,0,1,0,0,0,0,3,1,0,0,0,1
122115,0,29,0,1,0,1,0,0,0,2,3,1,0,1,0,1
100336,26,24,1,1,1,1,0,0,0,0,0,2,1,1,0,0
10024,5,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
106821,0,60,0,1,0,1,1,1,0,0,3,1,0,0,0,1
100841,23,103,1,1,1,1,0,0,0,1,0,1,1,1,0,0
101064,82,10,1,1,1,1,0,0,0,0,1,1,1,1,0,0
101377,479,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0
175324,1,0,1,0,1,0,0,0,0,2,3,1,1,0,0,1
100347,11,48,1,1,2,1,0,0,0,0,0,1,0,1,0,0
10021,30,36,1,1,1,1,0,0,0,0,0,1,0,1,2,0
100023,2,3,1,1,3,1,0,0,0,0,1,1,0,0,0,0
100563,2,3,1,1,3,3,0,0,0,0,0,1,0,0,2,0
101965,5,61,1,1,1,1,0,0,0,1,0,1,1,1,2,0
101367,66,37,1,1,1,1,0,0,0,1,1,2,1,1,0,0
177689,1,0,1,0,1,0,0,0,0,2,3,1,1,1,0,1
285815,1,0,1,0,1,0,0,0,0,0,3,1,0,0,0,1
100550,5,23,1,1,3,2,0,0,0,0,0,1,0,1,0,0
101078,22,588,1,1,2,1,0,0,0,0,0,2,1,1,0,0
21390,1,0,1,0,1,0,0,0,0,0,3,1,0,0,0,1
212639,0,4,0,1,0,1,1,1,0,0,3,1,0,0,0,1
189934,12,0,1,0,1,0,0,0,0,0,3,1,0,0,0,1
102028,286,30,1,1,1,2,0,0,0,1,2,2,1,1,2,0
