334832,7,0,1,0,15,-1,-0.5453,-3.0000,0,0.0000,0,1,0,0,0,1
31200,1,0,1,0,0,-1,0,0,0,0,0,1,0,0,0,1
222048,0,1,0,1,-1,0,0,0,0,1,0,1,0,1,0,1
165518,26,0,1,0,8,-1,-0.0000,0.0000,0,0.0000,0,1,0,0,0,1
93962,2,0,1,0,89,-1,0,0,0,0.0000,0,1,0,0,0,1
334969,0,4,0,1,-1,41,0.0000,-2.0000,0,0.0000,0,1,0,0,0,1
100974,48,8,1,1,13,17,0.0000,-2.0000,1.1056,0.0000,1,0,1,1,0,0
293823,0,3,0,1,-1,9,-0.0000,-1.0000,0,0.0000,0,1,0,0,0,1
102585,47,1,1,1,3,0,0.0294,-0.3333,0,0.0000,1,1,0,0,0,0
125330,13,0,1,0,26,-1,0.0000,0.0000,0,0.0000,0,1,0,0,0,1
101593,234,293,1,1,0,0,0,0,0,0.0000,0,0,1,1,0,0
266957,1,0,1,0,0,-1,0,0,0,0,0,1,0,1,0,1
101328,20,16,1,1,10,84,0,0,0,0.0000,0,0,0,1,0,0
236888,38,0,1,0,6,-1,-0.0000,-0.5000,0,0.0000,0,1,0,1,0,1
102065,2,7,1,1,77,29,0,0,0,0.3333,0,1,0,1,0,0
100049,43,26,1,1,1,8,-0.7511,-13.0000,0,0.1429,1,0,1,1,0,0
327995,1,0,1,0,0,-1,0,0,0,0,0,1,0,1,0,1
265770,1,0,1,0,0,-1,0,0,0,0,0,1,0,1,0,1
255766,1,0,1,0,0,-1,0,0,0,0,0,1,0,0,0,1
101223,15,25,1,1,20,15,0,0.5000,0,0.0000,0,0,0,1,0,0
304933,2,0,1,0,189,-1,0,0,0,0.0000,0,1,0,0,0,1
325638,13,0,1,0,37,-1,-0.0000,0.0000,0,0.0000,0,1,0,1,0,1
102263,511,1090,1,1,0,0,0.3383,-0.2264,4.5307,0.1558,0,0,1,1,0,0
235132,11,0,1,0,6,-1,0,0,0,0.2727,0,1,1,0,0,1
102094,374,33,1,1,1,14,-0.0084,-0.1200,0,0.0714,1,1,1,1,0,0
271480,1,0,1,0,0,-1,0,0,0,0,0,1,0,0,0,1
58429,20,0,1,0,0,-1,0.0000,0.5000,0,0.6667,0,1,1,0,0,1
254484,1,0,1,0,0,-1,0,0,0,0,0,1,0,0,0,1
100247,4,10,1,1,53,42,0,0.0000,0,0.0000,0,0,0,0,0,0
101372,30,30,1,1,20,0,0,0,0,0.0000,1,1,1,0,0,0
210054,0,1,0,1,-1,0,0,0,0,0,0,1,0,0,0,1
188955,0,2,0,1,-1,13,-0.6104,0.0000,0,0.0000,0,1,0,0,0,1
169230,20,0,1,0,46,-1,0,0,0,0.0000,0,1,1,0,0,1
101204,10,15,1,1,23,31,0,0,0,0.0000,0,0,0,1,0,0
10031,59,5,1,1,3,0,0,0,0,0.0000,1,0,1,1,0,0
100830,1282,39,1,1,0,0,-0.1390,-0.1042,-1.6940,0.0479,1,1,1,1,0,0
109914,1,0,1,0,0,-1,0,0,0,1,0,1,1,0,0,1
100594,41,83,1,1,17,2,0.0000,-0.6667,-11.1109,0.0000,0,0,1,1,0,0
147203,1,0,1,0,0,-1,0,0,0,1,0,1,1,1,0,1
142357,0,2,0,1,-1,0,0,0,0,0.0000,0,1,1,0,0,1
100531,492,45,1,1,0,29,0.1475,-0.0857,-9.6412,0.0392,1,1,1,1,0,0
14006,2,20,1,1,19,2,0,0,0,0.1429,0,1,0,1,0,1
102240,249,40,1,1,0,2,-0.0001,0.1154,-1.1915,0.0000,1,1,1,0,0,0
101251,93,134,1,1,0,1,-0.8308,-0.2941,-1.4543,0.0370,0,0,1,1,0,0
101452,56,280,1,1,1,0,-0.0108,-2.5000,-0.5716,0.0256,0,1,1,1,0,0
101056,10,3,1,1,28,17,0,0,0,0.0000,1,1,0,1,0,0
100732,344,41,1,1,0,0,0.0300,-0.2222,0,0.0303,1,1,1,0,0,0
162573,14,2,1,1,22,30,0.0001,0.0000,-0.9420,0.0000,1,1,0,0,0,1
100172,52,14,1,1,4,4,0,-0.7500,0,0.0000,1,0,1,0,0,0
100161,48,41,1,1,1,7,-0.0000,0.4545,0,0.3077,1,1,1,1,0,0
241,2,0,1,0,257,-1,0,0,0,0.0000,0,1,0,1,0,1
229404,7,0,1,0,28,-1,0,0,0,0.0000,0,1,0,0,0,1
238988,1,0,1,0,0,-1,0,0,0,0,0,1,0,1,0,1
170892,1,0,1,0,0,-1,0,0,0,0,0,1,0,1,0,1
97154,13,0,1,0,34,-1,-0.0003,0.0000,0,0.0000,0,1,0,0,0,1
102044,374,8,1,1,0,0,0.1022,-2.4545,-0.2324,0.0000,1,1,1,0,0,0
102761,88,37,1,1,2,3,0.2407,-0.5714,-35.9752,0.1875,1,1,1,1,0,0
73342,1,0,1,0,0,-1,0,0,0,0,0,1,0,1,0,1
328504,1,0,1,0,0,-1,0,0,0,0,0,1,0,1,0,1
101425,2,31,1,1,117,5,0,0,0,0.0000,0,1,0,1,0,0
101025,43,18,1,1,12,30,0.0031,-1.5000,0.7615,0.0000,1,1,0,1,0,0
100200,23,30,1,1,2,32,0,0,0,0.0000,0,1,0,1,0,0
101057,15,51,1,1,27,7,0.0000,0,0,0.0000,0,0,0,1,0,0
101244,20,13,1,1,1,0,0,0,0,0.1500,1,0,1,1,0,0
101724,68,210,1,1,13,1,0.4114,-2.0000,-0.5100,0.0800,0,1,1,1,0,0
165224,14,0,1,0,10,-1,-0.6104,-1.0000,0,0.0000,0,1,0,1,0,1
100473,44,5,1,1,7,55,-0.6080,-2.0000,-1.8957,0.0000,1,1,1,1,0,0
100836,105,50,1,1,0,0,-0.0000,0.2143,-1.1677,0.0000,1,1,1,1,0,0
260728,2,0,1,0,0,-1,0,0,0,1.0000,0,1,1,0,0,1
101114,85,7,1,1,11,93,0.1290,-0.2500,-1.0274,0.0000,1,1,1,0,0,0
100450,351,158,1,1,0,4,1.6685,0.5636,-30.0983,0.0290,0,0,1,1,0,0
102385,22,2,1,1,4,79,0,0,0,0.3333,1,1,1,0,0,0
26334,8,0,1,0,8,-1,0,0,0,0.0000,0,1,0,0,0,1
102097,19,4,1,1,0,0,0,0,0,0.3333,1,1,1,1,0,0
11602,1,0,1,0,0,-1,0,0,0,0,0,1,0,1,0,1
102166,36,39,1,1,7,10,0,0,0,0.0000,0,0,0,0,0,0
59947,0,26,0,1,-1,100,0,0,0,0.0000,0,1,0,0,0,1
201594,1,0,1,0,0,-1,0,0,0,0,0,1,0,0,0,1
52759,1,0,1,0,0,-1,0,0,0,0,0,1,0,0,0,1
78416,0,2,0,1,-1,0,0,0,0,0.0000,0,1,0,0,0,1
46233,0,5,0,1,-1,18,0.7962,-3.0000,0,0.0000,0,1,1,0,0,1
277503,1,0,1,0,0,-1,0,0,0,0,0,1,0,0,0,1
101089,68,88,1,1,10,0,0.3034,-0.2000,0,0.0000,0,1,1,1,0,0
101245,62,1,1,1,5,0,-0.5925,-3.3333,0,0.0625,1,1,1,0,0,0
206290,1,0,1,0,0,-1,0,0,0,0,0,1,0,0,0,1
317623,1,0,1,0,0,-1,0,0,0,0,0,1,0,0,0,1
102572,31,238,1,1,9,0,0,0.2727,0,0.0769,1,1,1,1,0,0
101248,105,162,1,1,0,0,-0.0000,-1.5000,-0.9739,0.0000,0,0,1,0,0,0
101564,28,53,1,1,4,0,0,0,0,0.5000,0,1,1,1,0,0
193754,1,0,1,0,0,-1,0,0,0,0,0,1,0,1,0,1
