100439,0,0,0,0,1,1,1,0,0,1,0,1,2,0
10044,0,0,0,1,0,1,2,0,1,1,1,0,0,0
100440,0,0,0,1,1,1,1,0,1,1,0,0,0,0
100441,0,0,1,0,0,0,0,1,0,2,1,1,2,0
100442,0,0,0,0,0,0,0,1,0,1,1,0,2,0
100443,0,0,2,2,0,1,0,0,0,1,1,1,0,0
100444,0,0,1,0,0,1,0,0,1,1,0,0,2,0
100445,0,0,0,0,0,1,1,1,1,1,1,0,0,0
100448,0,0,1,0,0,1,1,0,0,1,1,1,0,0
100449,0,0,0,0,1,1,1,0,0,2,0,1,0,0
10045,0,0,0,0,0,0,0,0,1,1,0,0,0,0
100450,0,0,0,0,1,1,1,1,0,2,1,1,2,0
100451,0,0,0,0,0,1,1,1,1,1,0,1,0,0
100454,1,0,3,0,0,0,0,2,0,1,0,1,2,1
100455,0,0,1,1,1,1,1,0,2,1,0,0,2,0
100456,0,0,0,2,0,0,0,1,1,1,1,1,0,0
100457,0,0,0,0,1,1,1,1,0,2,1,1,0,0
100458,0,0,0,0,0,0,0,0,1,1,0,0,0,0
100459,0,0,0,2,0,1,0,1,1,1,1,0,0,0
10046,0,0,1,0,0,1,0,0,1,1,0,0,2,0
100460,0,0,1,0,0,1,2,0,0,2,0,1,0,0
100461,0,0,2,0,0,0,0,0,1,2,0,0,0,0
100463,0,0,0,0,0,1,1,0,0,1,1,0,2,0
100466,0,0,0,0,1,1,1,0,1,1,0,0,0,0
100468,0,0,0,0,0,1,2,1,0,1,1,1,0,0
100469,0,0,0,1,1,1,1,2,1,1,1,0,0,0
100470,0,0,0,0,1,1,1,1,0,2,1,1,2,0
100471,0,0,0,1,1,1,1,0,1,1,1,0,0,0
100472,0,0,0,0,1,1,1,1,0,1,0,1,2,0
100473,0,0,0,1,1,1,1,0,1,1,1,1,0,0
100475,0,0,0,0,0,0,0,2,0,1,0,1,2,0
100476,0,0,0,0,1,1,0,0,0,1,0,0,2,0
100477,0,0,0,0,0,1,1,0,2,2,0,1,2,0
100478,0,0,0,0,1,1,1,1,1,2,1,1,0,0
100480,0,0,1,0,0,0,0,0,1,1,0,0,0,0
100481,0,0,0,0,0,1,1,1,1,1,1,1,0,0
100482,0,0,1,0,0,1,0,0,0,1,0,0,0,0
100483,0,0,0,0,1,1,2,1,0,2,1,1,0,0
100486,0,0,0,0,2,1,1,1,0,1,0,1,0,0
100487,0,0,0,0,0,1,1,1,0,2,1,1,0,0
100488,0,0,0,0,1,1,2,1,0,2,0,1,2,0
10049,0,0,0,0,0,1,0,0,1,1,0,0,2,0
100492,0,0,1,0,0,1,2,0,0,1,0,1,2,0
100493,0,0,1,0,1,0,1,0,0,1,0,0,2,0
100495,0,0,0,0,0,0,0,0,1,1,1,0,0,0
100496,0,0,0,0,0,0,0,0,1,2,0,0,0,0
100497,0,0,0,0,0,1,1,0,1,2,0,0,0,0
100498,0,0,1,0,1,1,1,0,1,1,0,1,0,0
10050,0,0,0,0,0,1,1,1,0,2,1,1,2,0
100500,0,0,0,0,1,1,1,0,2,1,1,1,2,0
100501,0,0,0,0,1,1,1,0,2,2,1,1,2,0
100502,0,0,0,0,1,1,0,0,1,1,1,0,0,0
100503,0,0,0,2,0,1,1,0,1,1,1,0,0,0
100504,0,0,0,1,2,1,2,0,0,1,1,1,2,0
100506,0,0,0,0,0,2,1,1,1,2,1,1,0,0
100508,0,0,0,0,1,1,1,1,1,1,1,1,0,0
100511,0,0,0,1,0,1,0,0,1,2,1,1,0,0
100512,0,0,0,0,1,1,1,1,1,2,1,1,0,0
100513,0,0,0,0,1,1,1,1,2,1,1,1,2,0
100514,0,0,1,0,0,1,2,1,0,2,0,1,2,0
100516,0,1,0,3,0,0,0,0,0,1,0,1,2,1
100517,0,0,0,0,2,1,0,0,1,1,1,0,0,0
100519,0,0,0,2,1,1,1,0,2,1,0,0,2,0
10052,0,0,0,0,1,1,1,0,2,2,1,1,2,0
100520,0,0,2,0,0,0,0,0,1,1,0,0,0,0
100522,0,0,0,2,1,0,1,0,1,1,1,0,0,0
100523,0,0,2,2,0,0,0,0,0,1,1,1,2,0
100524,0,0,0,0,1,1,1,0,2,1,0,0,2,0
100525,0,0,0,0,1,1,1,0,1,1,1,1,0,0
100526,0,0,0,0,1,1,1,1,1,1,1,1,0,0
100527,0,0,0,0,0,0,0,0,0,2,1,1,0,0
100528,0,0,2,0,0,1,1,0,1,1,0,0,0,0
100530,0,0,0,0,0,0,0,0,1,1,1,0,0,0
100531,0,0,0,0,1,1,1,1,2,1,1,1,2,0
100533,0,0,0,0,1,1,1,1,0,2,1,1,0,0
100534,0,0,0,0,1,1,1,0,1,1,1,1,0,0
100535,0,0,0,1,0,1,1,0,0,2,0,1,0,0
100536,0,0,0,0,0,0,0,2,2,2,0,1,2,0
100538,0,0,0,0,1,1,1,0,1,1,1,1,0,0
100541,0,0,0,0,1,1,1,1,0,1,0,1,0,0
100543,0,0,0,1,2,1,1,0,1,1,0,1,0,0
100544,0,0,0,0,1,1,1,0,0,1,0,1,0,0
100545,0,0,0,0,0,1,1,0,0,2,0,0,0,0
100546,0,0,0,0,0,1,1,1,0,1,0,1,2,1
100547,0,0,0,2,0,1,2,0,0,2,0,0,0,0
100548,0,0,0,0,1,2,1,0,0,2,1,1,2,0
10055,0,0,0,0,1,1,1,1,2,1,1,1,2,0
100550,0,0,2,1,0,1,1,0,0,1,0,1,0,0
100551,0,0,0,2,1,1,1,0,1,1,1,0,0,0
100553,0,0,0,0,1,2,1,0,2,2,1,1,2,0
100554,0,0,0,1,1,1,1,0,1,2,1,0,0,0
100555,0,0,0,0,1,1,2,0,0,2,1,1,0,0
100556,0,0,0,0,0,1,2,0,0,1,0,1,0,0
100557,0,0,2,0,0,0,0,0,0,1,0,1,0,0
100558,0,0,0,0,1,1,1,0,0,1,1,0,2,0
100559,0,0,0,2,0,0,0,0,0,1,0,1,2,0
10056,0,0,0,0,0,1,2,1,0,2,1,1,0,0
100562,0,0,0,0,1,1,0,0,1,1,0,1,0,0
100563,0,0,2,2,0,0,0,0,0,1,0,0,2,0
100564,0,0,0,2,0,0,0,0,1,2,0,0,0,0
100565,0,0,0,0,1,1,1,0,1,2,0,1,0,0
100566,0,0,0,0,0,1,1,1,0,2,1,1,0,0
100568,0,0,0,0,0,0,0,1,1,2,1,1,2,0
10057,0,0,1,0,0,1,2,0,0,1,0,1,2,0
100571,0,0,0,0,1,2,1,1,0,1,1,1,2,0
100572,0,0,0,0,1,1,1,1,1,2,1,1,0,0
100573,0,0,0,0,1,1,2,0,0,1,0,1,2,0
100574,0,0,0,2,0,0,0,0,1,1,0,0,0,0
100575,0,0,0,1,1,1,2,0,0,1,1,1,2,0
100576,0,0,2,0,0,1,1,1,0,2,1,1,0,0
100577,0,0,0,0,1,1,2,1,0,2,1,1,0,0
10058,0,0,0,0,0,1,0,1,0,1,0,1,0,0
100581,0,0,0,0,1,2,2,1,0,2,1,1,2,0
100582,0,0,0,0,0,0,0,0,0,1,0,1,0,0
100583,0,0,0,0,1,1,1,1,0,1,1,1,0,0
100585,0,0,0,0,0,2,1,0,0,1,1,1,2,0
100586,0,0,0,0,0,1,0,0,0,1,0,0,2,0
100588,0,0,1,0,0,1,2,0,0,2,0,0,2,0
100589,0,0,0,1,1,1,1,0,0,2,0,1,0,0
100590,0,0,2,0,0,0,0,0,0,2,0,1,2,0
100592,0,0,0,0,0,1,1,1,0,1,1,1,0,0
100593,0,0,0,0,2,1,2,0,1,2,1,1,0,0
100594,0,0,0,0,1,1,1,0,0,2,1,1,0,0
100595,0,0,2,0,1,1,1,0,0,1,0,1,0,0
100597,0,0,0,0,1,1,1,1,0,2,1,1,2,0
100599,0,0,0,0,0,0,0,1,1,1,1,1,0,0
100601,0,0,0,2,1,0,0,0,0,2,0,0,2,0
100602,0,0,0,0,1,1,1,0,0,2,1,1,2,0
100604,0,0,0,0,1,1,1,1,1,1,1,1,0,0
100605,0,0,0,0,0,1,1,1,1,2,1,1,0,0
100606,0,0,0,0,0,1,2,1,0,2,1,1,0,0
100609,0,0,0,1,0,0,0,0,1,1,0,0,0,0
10061,0,0,0,0,0,1,1,0,0,2,0,1,0,0
100611,0,0,0,0,0,1,2,1,1,2,1,1,0,0
100612,0,0,0,0,2,1,2,0,0,1,1,1,2,0
100615,0,0,0,0,0,1,1,1,1,1,0,1,0,0
100616,0,0,0,2,1,1,1,0,0,2,0,0,0,0
100617,0,0,0,2,0,0,0,0,2,1,1,0,2,0
100618,0,0,0,2,1,1,1,0,0,2,1,1,0,0
10062,0,0,0,0,0,0,0,0,0,1,0,1,2,0
100621,0,0,0,2,1,1,2,0,1,1,1,0,0,0
100622,0,0,0,0,1,1,1,1,2,1,1,1,2,0
100625,0,0,0,0,0,0,0,2,0,1,0,1,2,0
100626,0,0,0,0,1,1,2,2,1,1,1,0,0,0
100628,0,0,0,0,1,1,1,0,0,2,0,1,2,0
100629,0,0,0,0,1,1,2,1,0,2,1,1,0,0
10063,0,0,0,0,0,1,1,0,1,1,0,1,0,0
100630,0,0,0,0,1,1,1,0,0,2,1,1,0,0
100631,0,0,0,2,1,1,1,0,1,2,0,1,0,0
100635,0,0,1,0,0,0,0,0,0,1,0,1,0,0
100636,0,0,0,0,0,0,0,1,0,2,1,1,2,0
100638,0,0,0,0,0,1,1,1,1,1,1,1,0,0
100639,0,0,2,0,0,0,0,0,1,2,0,0,0,0
100642,0,0,0,0,1,1,0,0,1,1,0,0,0,0
100643,0,0,0,0,0,1,1,1,1,1,1,0,0,0
100645,0,0,0,0,0,1,1,1,1,2,1,1,0,0
100646,0,0,1,0,1,1,1,1,0,1,1,1,0,0
100647,0,0,0,0,1,1,1,0,0,2,1,1,2,0
