0,0,0
1,0,0
100,0,0
1000,0,1
10000,0,0
100000,0,0
100001,0,0
100002,0,0
100004,0,0
100007,0,0
100008,0,0
100009,0,0
10001,0,0
100010,0,0
100011,0,0
100015,0,0
100016,0,0
100018,0,0
100020,0,0
100023,0,0
100025,0,0
100026,0,0
100027,0,0
100028,0,0
10003,0,0
100031,0,0
100032,0,0
100034,0,0
100036,0,0
100039,0,0
10004,0,0
100040,0,0
100044,0,0
100047,0,0
100049,0,0
10005,0,0
100051,0,0
100053,0,0
100054,0,0
100055,0,0
100058,0,0
10006,0,0
100062,0,0
100063,0,0
100064,0,0
100065,0,0
100066,0,0
100069,0,0
10007,0,0
100070,0,0
100071,0,0
100076,0,0
100079,0,0
10008,0,0
100080,0,0
100081,0,0
100082,0,0
100083,0,0
100085,0,0
100087,0,0
100088,0,0
10009,0,0
100093,0,0
100095,0,0
100097,0,0
100098,0,0
100099,0,0
1001,0,0
100100,0,0
100102,0,0
100103,0,0
100105,0,0
100106,0,0
100107,0,0
100108,0,0
100109,0,0
10011,0,0
100111,0,0
100112,0,1
100113,0,0
100114,0,0
100115,0,0
100117,0,0
100118,0,0
100119,0,0
100120,0,0
100123,0,0
100124,0,0
100127,0,0
100128,0,0
100129,0,0
10013,0,0
100133,0,0
100135,0,0
100136,0,0
100137,0,0
100138,0,0
100139,0,0
10014,0,0
100144,0,0
100146,0,0
100147,0,0
100148,0,0
10015,0,0
100152,0,0
100154,0,0
100157,0,0
100158,0,0
100161,0,0
100162,0,0
100167,0,0
100168,0,0
100169,0,0
100171,0,0
100172,0,0
100173,0,0
100174,0,0
100175,0,0
100176,0,0
100177,0,0
100178,0,0
10018,0,0
100180,0,0
100181,0,0
100182,0,0
100185,0,0
100186,0,0
100187,0,0
100188,0,0
100189,0,0
10019,0,0
100190,0,0
100193,0,0
100197,0,0
100199,0,0
10020,0,0
100200,0,0
100202,0,0
100203,0,0
100204,0,0
100205,0,0
100206,0,0
100207,0,0
100208,0,0
100209,0,0
10021,1,1
100210,0,0
100211,1,1
100214,0,0
100215,0,0
100216,0,0
100217,0,0
100218,0,1
10022,0,0
100220,0,0
100221,0,0
100223,0,0
100224,0,0
100225,0,0
100227,0,0
100228,0,0
10023,0,0
100231,0,0
100232,0,0
100233,0,0
100234,0,0
100235,0,0
100237,0,0
100238,0,0
100239,0,0
10024,0,0
100240,0,0
100241,0,0
100242,0,0
100246,0,0
100247,0,0
100248,0,0
100249,0,0
10025,0,0
100253,0,0
100255,0,0
100256,0,0
100257,0,0
100258,0,0
100259,0,0
10026,0,0
100260,0,0
100263,0,0
100264,0,0
100266,0,0
100267,0,0
100268,0,0
100269,0,0
10027,0,0
100271,0,0
100273,0,0
100274,0,0
100275,0,0
100276,0,0
100278,0,0
100279,0,1
10028,0,0
100282,0,0
100283,0,0
100284,0,0
100288,0,0
100289,0,0
10029,0,0
100290,0,0
100292,0,0
100294,0,0
100299,0,0
1003,0,0
10030,0,0
100300,0,0
100301,0,0
100302,0,0
100304,0,0
100305,0,0
100309,0,0
10031,0,0
100310,0,1
100311,0,0
100312,0,0
100313,0,0
100314,0,0
100315,0,0
100316,0,0
100317,0,0
100319,0,0
100323,0,0
100328,0,0
10033,0,0
100331,0,0
100332,0,0
100333,0,0
100334,0,1
100336,0,0
100337,0,0
100338,0,0
100340,0,0
100341,0,0
100343,0,0
100345,0,0
100346,0,0
100347,0,0
100348,0,0
100349,0,0
100354,0,0
100355,0,0
100357,0,0
100359,0,0
10036,0,0
100360,0,0
100361,0,0
100362,0,0
100365,0,0
100369,0,0
10037,0,0
100371,0,0
100375,0,0
100376,0,0
100379,0,0
10038,0,0
100381,0,0
100384,0,0
100388,0,0
100390,0,0
100391,0,0
100392,0,0
100393,0,0
100394,0,0
100396,0,0
100397,0,0
100398,0,0
100399,0,0
10040,0,0
100400,0,0
100401,0,0
100402,0,0
100404,0,0
100405,0,0
100406,0,0
100407,0,0
100409,0,0
10041,0,0
100412,0,0
100413,0,0
100416,0,0
100419,0,0
10042,0,0
100421,0,0
100423,0,0
100427,0,0
100430,0,0
100431,0,0
100432,0,0
100433,0,0
100434,0,0
100436,0,0
100437,0,0
100439,0,0
10044,0,0
100440,0,0
100441,0,0
100442,0,0
100443,0,0
100444,0,0
100445,0,0
100448,0,0
100449,0,0
10045,0,0
100450,0,0
100451,0,0
100454,0,0
100455,0,0
100456,0,0
100457,0,0
100458,0,0
100459,0,0
10046,0,0
100460,0,0
100461,0,0
100463,1,1
100466,0,0
100468,0,0
100469,0,0
100470,0,0
100471,0,0
100472,0,0
100473,0,0
100475,0,0
100476,0,0
100478,0,0
100480,0,0
100481,0,0
100482,0,0
100483,0,0
100486,0,0
100487,0,0
100488,0,0
10049,0,1
100492,0,0
100493,0,0
100495,0,0
100496,0,0
100497,0,0
100498,0,0
10050,0,0
100500,0,0
100501,0,0
100502,0,1
100503,0,0
100504,0,0
100506,0,0
100508,0,0
100511,0,0
100512,0,0
100513,0,0
100514,0,0
100516,0,0
100517,0,0
100519,0,0
10052,0,0
100520,0,0
100522,0,0
100523,0,0
100524,0,0
100525,0,0
100526,0,0
100527,1,1
100528,0,0
100530,0,0
100531,0,0
100533,0,0
100534,0,0
100535,0,0
100536,0,0
100538,0,0
100541,0,0
100543,0,0
100544,0,0
100545,0,0
100546,0,0
100547,0,0
100548,0,0
10055,0,0
100550,0,0
100551,0,0
100553,0,0
100554,0,0
100555,0,0
100556,0,0
100557,1,0
100558,0,0
100559,0,0
10056,0,0
100562,0,0
100563,0,0
100564,0,0
100565,0,0
100566,0,0
100568,0,0
10057,0,0
100571,0,0
100572,0,0
100573,0,0
100574,0,0
100575,0,0
100576,0,0
100577,0,0
10058,0,0
100581,0,0
100582,0,0
100583,0,0
100585,0,0
100586,0,0
100588,0,0
100589,0,0
100590,0,0
100592,0,0
100593,0,0
100594,0,0
100595,0,0
100597,0,0
100599,0,0
100601,0,1
100602,0,0
100604,0,0
100605,0,0
100606,0,0
100609,0,0
10061,0,0
100612,0,0
100615,0,0
100616,0,0
100617,0,0
100618,0,0
10062,0,0
100621,0,0
100622,0,0
100625,0,0
100626,0,0
100628,0,0
100629,0,0
10063,0,0
100630,0,0
100631,0,0
100635,0,0
100636,0,0
100638,0,0
100639,0,0
100642,0,0
100643,0,0
100645,0,0
100646,0,0
100647,0,0
10065,0,0
100650,0,0
100651,0,0
100653,0,0
100654,0,0
100655,0,0
100656,0,0
100657,0,0
100658,0,0
100660,0,0
100661,0,0
100662,0,0
100664,0,0
100665,0,0
100666,0,0
100667,0,0
100668,0,0
100672,0,0
100673,0,0
100674,0,0
100675,0,0
100676,0,0
100678,0,0
100679,0,0
100686,0,0
100687,0,0
100688,0,0
100689,0,1
10069,0,0
100691,0,0
100692,0,0
100693,0,0
100694,0,0
100697,0,0
